loan_id,age,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default,"('Aadhar',)","('Driving',)","('PAN',)","('Passport',)","('VoterID',)"
267,36,627648,869952,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1620,31,532728,924000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6095,38,599280,780144,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4962,46,657864,784416,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4533,27,592188,792000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5909,44,699108,924000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1150,43,575388,808308,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4352,32,684156,974676,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1060,30,381768,851544,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3555,27,457008,766296,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5884,49,637668,793440,0,0,0,0,1.0,0.0,0.0,0.0,0.0
406,23,521928,840000,5,3,0,0,1.0,0.0,0.0,0.0,0.0
1519,29,776028,955080,3,3,0,0,1.0,0.0,0.0,0.0,0.0
2220,30,722556,848892,5,2,0,0,1.0,0.0,0.0,0.0,0.0
4193,37,577164,804000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4383,29,743364,853776,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6744,24,481248,732516,2,0,0,0,1.0,0.0,0.0,0.0,0.0
890,37,612936,824172,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6088,48,690156,794100,4,2,0,0,1.0,0.0,0.0,0.0,0.0
5636,39,693108,867480,0,0,0,0,1.0,0.0,0.0,0.0,0.0
426,30,401808,738084,3,2,0,0,1.0,0.0,0.0,0.0,0.0
5668,26,554460,768792,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4583,31,663108,996000,7,4,0,0,1.0,0.0,0.0,0.0,0.0
1526,37,441300,810672,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1007,44,681108,861252,7,3,0,0,1.0,0.0,0.0,0.0,0.0
1696,48,507864,1077528,2,2,0,0,1.0,0.0,0.0,0.0,0.0
367,36,684156,913404,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4157,47,627636,755040,3,3,0,0,1.0,0.0,0.0,0.0,0.0
424,31,754308,987984,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5180,30,596436,793560,3,2,0,0,1.0,0.0,0.0,0.0,0.0
632,45,758556,917820,5,2,0,0,1.0,0.0,0.0,0.0,0.0
4635,46,392328,783000,5,3,0,0,1.0,0.0,0.0,0.0,0.0
6945,28,675108,789696,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5106,32,476448,735300,3,3,0,0,1.0,0.0,0.0,0.0,0.0
3216,42,705108,984000,3,3,0,0,1.0,0.0,0.0,0.0,0.0
5197,23,567276,840000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4828,47,790584,960504,6,4,0,0,1.0,0.0,0.0,0.0,0.0
1805,29,575388,853692,4,0,0,0,1.0,0.0,0.0,0.0,0.0
6419,27,565740,901704,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3945,41,802428,913908,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5805,27,610836,791160,0,0,0,0,1.0,0.0,0.0,0.0,0.0
13,30,615636,929004,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5495,41,711108,909612,4,2,0,0,1.0,0.0,0.0,0.0,0.0
6171,39,761364,924096,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3925,45,716556,870804,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5617,26,684708,826020,0,0,0,0,1.0,0.0,0.0,0.0,0.0
622,44,661200,813840,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4996,46,576588,870600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6211,30,687108,822228,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1667,44,556188,766800,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6722,34,589836,1013016,0,0,0,0,1.0,0.0,0.0,0.0,0.0
112,31,657108,798000,3,0,0,0,1.0,0.0,0.0,0.0,0.0
2819,38,425268,816000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5608,41,733764,962400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6084,28,624936,947880,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3787,27,565740,694068,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1114,35,609636,783312,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1280,48,820584,1025172,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6513,24,719364,936000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2659,44,639600,984000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5117,32,814584,982800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5381,28,856380,1020000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4279,25,562188,848124,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3858,49,651636,948900,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1460,32,708564,923400,4,2,0,0,1.0,0.0,0.0,0.0,0.0
1798,31,540588,883200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2277,49,577788,740400,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5988,40,722556,990636,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2550,34,748956,957360,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4377,48,568188,749688,6,3,0,0,1.0,0.0,0.0,0.0,0.0
3910,35,822828,944304,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5149,48,609600,777636,6,3,0,0,1.0,0.0,0.0,0.0,0.0
1003,28,609636,787584,2,2,0,0,1.0,0.0,0.0,0.0,0.0
937,49,676956,773088,3,2,0,0,1.0,0.0,0.0,0.0,0.0
559,35,596436,784080,3,3,0,0,1.0,0.0,0.0,0.0,0.0
6901,34,536940,747840,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6636,42,658956,759756,4,4,0,0,1.0,0.0,0.0,0.0,0.0
3401,34,623856,819696,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6858,25,660156,802284,3,2,0,0,1.0,0.0,0.0,0.0,0.0
2323,34,481248,833796,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3705,34,627636,826392,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3831,26,417948,786264,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1381,29,627636,923484,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2185,34,687108,959400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1590,26,538188,740256,0,0,0,0,1.0,0.0,0.0,0.0,0.0
301,32,699108,831672,6,3,0,0,1.0,0.0,0.0,0.0,0.0
3052,45,481128,742500,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5845,28,592188,865548,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3653,33,594036,767904,0,0,0,0,1.0,0.0,0.0,0.0,0.0
939,47,591120,959520,0,0,0,0,1.0,0.0,0.0,0.0,0.0
466,30,663108,944868,4,2,0,0,1.0,0.0,0.0,0.0,0.0
2296,42,714156,822120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2312,35,784584,1001400,6,5,0,0,1.0,0.0,0.0,0.0,0.0
5008,33,684156,884436,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3045,23,461268,702000,5,4,0,0,1.0,0.0,0.0,0.0,0.0
3796,29,728364,843396,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2666,32,663108,955236,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2187,30,708276,869136,5,3,0,0,1.0,0.0,0.0,0.0,0.0
3369,36,553740,780036,7,3,0,0,1.0,0.0,0.0,0.0,0.0
5392,34,562188,793416,5,2,0,0,1.0,0.0,0.0,0.0,0.0
607,39,675108,781968,4,4,0,0,1.0,0.0,0.0,0.0,0.0
4114,33,627636,804456,2,0,0,0,1.0,0.0,0.0,0.0,0.0
6526,34,784584,1002000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1822,32,545388,821640,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2647,45,527928,832944,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4653,26,586188,804552,2,0,0,0,1.0,0.0,0.0,0.0,0.0
236,36,579396,938880,3,0,0,0,1.0,0.0,0.0,0.0,0.0
6035,38,788184,897888,0,0,0,0,1.0,0.0,0.0,0.0,0.0
802,42,751008,871392,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6660,37,767364,868896,7,5,0,0,1.0,0.0,0.0,0.0,0.0
1917,30,591636,874596,2,0,0,0,1.0,0.0,0.0,0.0,0.0
2008,30,779628,996000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5195,47,627636,720468,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1444,28,669756,792336,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5029,35,711108,860760,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5930,40,607836,875592,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1377,49,678156,952920,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6321,44,724956,891072,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4879,39,582696,744348,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1489,43,530988,681600,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1041,36,580140,858000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4247,40,655308,826800,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3823,26,702156,875580,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5806,43,499128,757668,3,3,0,0,1.0,0.0,0.0,0.0,0.0
6296,39,681108,955896,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5004,26,632436,813612,0,0,0,0,1.0,0.0,0.0,0.0,0.0
898,28,582588,814344,5,2,0,0,1.0,0.0,0.0,0.0,0.0
3487,27,701928,935448,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5107,33,532188,743544,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4535,29,649500,786528,2,2,0,0,1.0,0.0,0.0,0.0,0.0
3507,26,550188,847080,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1216,45,651108,769572,5,2,0,0,1.0,0.0,0.0,0.0,0.0
1052,47,699108,870012,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3848,34,480648,842940,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4966,31,598452,907848,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3506,45,648936,821556,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3729,30,658236,934260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6404,46,708156,800616,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4977,38,706956,901320,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3274,30,687108,822000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4210,38,704508,912708,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6351,27,675108,816000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5000,30,684156,1101156,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1767,32,688956,867612,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6614,28,648936,1014000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3590,33,605736,831816,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4723,47,577164,769404,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6481,31,580188,756000,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4641,32,789384,1041540,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3046,36,627636,862800,3,2,0,0,1.0,0.0,0.0,0.0,0.0
2519,35,741756,908400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5555,27,630936,954816,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3987,34,640836,829260,3,2,0,0,1.0,0.0,0.0,0.0,0.0
5895,48,446868,774792,4,3,0,0,1.0,0.0,0.0,0.0,0.0
2969,32,711108,852000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3001,47,556140,968400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5595,39,627636,803868,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2853,42,582588,776400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1643,38,602196,952896,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5425,34,520728,756756,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1812,48,693108,884352,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1861,27,589740,875316,5,2,0,0,1.0,0.0,0.0,0.0,0.0
2555,33,509928,927732,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2937,42,592188,948000,2,2,0,0,1.0,0.0,0.0,0.0,0.0
99,47,749124,915960,3,2,0,0,1.0,0.0,0.0,0.0,0.0
2283,27,737364,894276,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4246,23,620136,727236,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2315,39,608436,799932,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1779,41,508728,673884,4,4,0,0,1.0,0.0,0.0,0.0,0.0
2290,26,688908,848028,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4692,34,708156,856224,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2829,34,562188,697248,5,5,0,0,1.0,0.0,0.0,0.0,0.0
2458,38,755364,900012,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4020,33,633636,913200,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1549,21,680520,951072,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1783,29,556356,887400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6832,36,554988,743520,3,0,0,0,1.0,0.0,0.0,0.0,0.0
2867,26,687108,1067400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
876,40,666156,808656,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5795,37,583188,826980,6,4,0,0,1.0,0.0,0.0,0.0,0.0
1146,33,693108,930960,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2539,47,583752,781980,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6698,47,615636,781500,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6765,35,618036,723756,5,4,0,0,1.0,0.0,0.0,0.0,0.0
1718,48,660156,935100,4,2,0,0,1.0,0.0,0.0,0.0,0.0
353,43,484728,693252,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2837,41,737364,858528,0,0,0,0,1.0,0.0,0.0,0.0,0.0
930,33,603636,937200,2,2,0,0,1.0,0.0,0.0,0.0,0.0
989,40,799428,967692,0,0,0,0,1.0,0.0,0.0,0.0,0.0
389,42,415932,823344,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4970,43,658956,815412,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1534,28,586188,907200,2,2,0,0,1.0,0.0,0.0,0.0,0.0
5804,40,714564,881400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5825,49,544188,988116,3,2,0,0,1.0,0.0,0.0,0.0,0.0
6783,35,736956,1041012,2,2,0,0,1.0,0.0,0.0,0.0,0.0
184,33,707364,827640,2,0,0,0,1.0,0.0,0.0,0.0,0.0
4223,29,484488,822600,3,2,0,0,1.0,0.0,0.0,0.0,0.0
6711,24,615636,761724,6,0,0,0,1.0,0.0,0.0,0.0,0.0
380,48,380808,933600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2405,29,449268,758328,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4603,39,556188,914976,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5980,35,574188,749184,7,3,0,0,1.0,0.0,0.0,0.0,0.0
770,27,639636,816360,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6011,27,621636,823128,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2914,30,514728,794844,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2527,37,586188,779400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6106,27,752556,858492,3,3,0,0,1.0,0.0,0.0,0.0,0.0
1889,28,582936,827040,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4572,47,592188,777420,4,3,0,0,1.0,0.0,0.0,0.0,0.0
3747,32,606336,735924,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4432,33,766584,1012464,3,3,0,0,1.0,0.0,0.0,0.0,0.0
5975,49,553956,796440,3,2,0,0,1.0,0.0,0.0,0.0,0.0
5657,42,577740,936000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5126,27,603636,775860,2,2,0,0,1.0,0.0,0.0,0.0,0.0
4059,48,612936,838212,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5241,27,675108,786936,2,0,0,0,1.0,0.0,0.0,0.0,0.0
696,28,643236,771456,0,0,0,0,1.0,0.0,0.0,0.0,0.0
750,31,517188,766848,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1759,48,669108,821856,4,3,0,0,1.0,0.0,0.0,0.0,0.0
152,43,651108,800964,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2948,36,601236,792936,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3907,28,484728,880584,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6601,25,688308,833952,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2689,46,651108,751224,7,2,0,0,1.0,0.0,0.0,0.0,0.0
885,36,770556,939480,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6246,35,499728,625980,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5864,42,699108,953868,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4915,30,659508,844656,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5710,25,625236,831624,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3788,28,684156,911892,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4005,44,713364,1069356,7,4,0,0,1.0,0.0,0.0,0.0,0.0
5889,42,574188,791760,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3164,40,418068,772572,3,2,0,0,1.0,0.0,0.0,0.0,0.0
1553,37,574188,853428,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6933,44,708156,846048,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1277,42,472008,806724,5,3,0,0,1.0,0.0,0.0,0.0,0.0
5745,24,672156,768108,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4021,38,532728,783696,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6405,33,552216,893196,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2561,37,641508,896112,4,3,0,0,1.0,0.0,0.0,0.0,0.0
2469,43,454668,627348,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3079,38,600936,788436,0,0,0,0,1.0,0.0,0.0,0.0,0.0
683,33,580188,846000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1295,41,655908,751560,3,0,0,0,1.0,0.0,0.0,0.0,0.0
5061,36,761364,996000,5,3,0,0,1.0,0.0,0.0,0.0,0.0
6477,48,693228,803400,4,3,0,0,1.0,0.0,0.0,0.0,0.0
5517,33,614436,882612,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2667,25,713364,828672,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2324,25,673908,806376,0,0,0,0,1.0,0.0,0.0,0.0,0.0
849,44,696168,811968,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3240,35,696156,790368,7,4,0,0,1.0,0.0,0.0,0.0,0.0
2529,42,642936,806220,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5202,25,520728,654096,0,0,0,0,1.0,0.0,0.0,0.0,0.0
572,33,782028,925716,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5548,46,707508,900000,4,3,0,0,1.0,0.0,0.0,0.0,0.0
5596,41,619692,776940,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2957,47,753600,960000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1068,28,634836,754944,2,0,0,0,1.0,0.0,0.0,0.0,0.0
6554,36,794028,969108,0,0,0,0,1.0,0.0,0.0,0.0,0.0
199,46,698472,856464,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6388,31,568188,875820,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6661,32,615600,830700,2,0,0,0,1.0,0.0,0.0,0.0,0.0
1583,43,693108,783600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1559,41,490728,813600,0,0,0,0,1.0,0.0,0.0,0.0,0.0
753,48,615636,741984,0,0,0,0,1.0,0.0,0.0,0.0,0.0
535,40,829620,1061028,6,5,0,0,1.0,0.0,0.0,0.0,0.0
3198,26,463068,877212,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4865,44,603636,738000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4267,46,468648,804600,2,0,0,0,1.0,0.0,0.0,0.0,0.0
5414,42,600036,755172,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1261,29,705108,984000,4,3,0,0,1.0,0.0,0.0,0.0,0.0
6028,29,715356,922056,5,4,0,0,1.0,0.0,0.0,0.0,0.0
2472,44,538188,913800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6780,39,586188,799056,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2308,29,514728,868980,6,3,0,0,1.0,0.0,0.0,0.0,0.0
2020,39,477528,916800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2898,30,626136,773808,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2049,35,502728,744276,6,4,0,0,1.0,0.0,0.0,0.0,0.0
4763,43,669108,874104,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3272,38,393132,885612,4,3,0,0,1.0,0.0,0.0,0.0,0.0
2457,39,792108,902496,3,0,0,0,1.0,0.0,0.0,0.0,0.0
670,45,461268,800400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4427,45,710556,927048,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3337,33,619236,847884,3,3,0,0,1.0,0.0,0.0,0.0,0.0
2580,29,708156,861528,2,2,0,0,1.0,0.0,0.0,0.0,0.0
6941,42,569604,689256,6,4,0,0,1.0,0.0,0.0,0.0,0.0
4397,48,700956,876552,5,2,0,0,1.0,0.0,0.0,0.0,0.0
1387,35,770184,946860,5,3,0,0,1.0,0.0,0.0,0.0,0.0
3920,47,545964,714000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5477,37,782028,948000,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3672,32,574188,838044,5,2,0,0,1.0,0.0,0.0,0.0,0.0
3795,41,754956,929160,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3251,37,741756,911124,2,2,0,0,1.0,0.0,0.0,0.0,0.0
3106,45,719676,935544,4,2,0,0,1.0,0.0,0.0,0.0,0.0
1558,42,608436,826752,0,0,0,0,1.0,0.0,0.0,0.0,0.0
338,44,602436,756120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3514,40,644736,792000,3,2,0,0,1.0,0.0,0.0,0.0,0.0
3097,42,595236,818592,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1314,43,574188,738000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5799,50,749364,856800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4553,47,627636,843348,2,2,0,0,1.0,0.0,0.0,0.0,0.0
383,35,668016,808368,4,4,0,0,1.0,0.0,0.0,0.0,0.0
1709,39,708156,880560,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3981,46,520728,838260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2591,47,746556,959544,0,0,0,0,1.0,0.0,0.0,0.0,0.0
5227,44,581316,808212,3,0,0,0,1.0,0.0,0.0,0.0,0.0
3128,41,724956,829692,2,2,0,0,1.0,0.0,0.0,0.0,0.0
1877,38,580188,868356,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6399,41,449268,876000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
325,31,615972,934296,7,4,0,0,1.0,0.0,0.0,0.0,0.0
176,30,608436,812040,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6938,37,761364,1000260,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2648,36,594636,868128,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3681,25,601236,834468,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3155,31,739764,1046112,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3986,34,853824,1056000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3145,29,709908,863964,4,0,0,0,1.0,0.0,0.0,0.0,0.0
4570,46,667908,897000,6,3,0,0,1.0,0.0,0.0,0.0,0.0
5478,43,725364,840000,3,3,0,0,1.0,0.0,0.0,0.0,0.0
4322,44,597636,813252,3,2,0,0,1.0,0.0,0.0,0.0,0.0
4375,33,750564,924000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4344,41,449268,827208,3,3,0,0,1.0,0.0,0.0,0.0,0.0
3722,31,620436,817440,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3885,42,618936,745404,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3165,25,790428,1026000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1638,33,585396,804000,2,0,0,0,1.0,0.0,0.0,0.0,0.0
755,48,600936,845880,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2872,33,738516,1095600,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2026,25,725364,824232,3,2,0,0,1.0,0.0,0.0,0.0,0.0
3252,47,618336,748908,0,0,0,0,1.0,0.0,0.0,0.0,0.0
360,39,698724,982800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1483,41,580188,753768,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2359,44,378648,801840,3,0,0,0,1.0,0.0,0.0,0.0,0.0
3066,31,625224,845184,4,2,0,0,1.0,0.0,0.0,0.0,0.0
3455,38,566988,796200,4,2,0,0,1.0,0.0,0.0,0.0,0.0
2644,27,546948,963828,2,0,0,0,1.0,0.0,0.0,0.0,0.0
1212,44,796584,918276,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6322,30,682956,837228,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3494,25,655908,790800,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1976,47,580188,782700,0,0,0,0,1.0,0.0,0.0,0.0,0.0
831,45,472728,774840,2,0,0,0,1.0,0.0,0.0,0.0,0.0
3482,26,533340,650400,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4293,28,413268,659952,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1615,33,645108,773916,5,0,0,0,1.0,0.0,0.0,0.0,0.0
2832,27,443268,782172,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6336,27,545976,862008,0,0,0,0,1.0,0.0,0.0,0.0,0.0
845,49,613272,985560,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2859,48,455268,756888,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1253,36,627336,792000,0,0,0,0,1.0,0.0,0.0,0.0,0.0
6801,30,585396,807180,0,0,0,0,1.0,0.0,0.0,0.0,0.0
4934,36,662916,860268,2,0,0,0,1.0,0.0,0.0,0.0,0.0
207,41,630096,790860,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2971,40,472728,648276,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1347,37,557340,787596,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2292,43,797784,879132,7,3,0,0,1.0,0.0,0.0,0.0,0.0
2253,38,707580,850140,0,0,0,0,1.0,0.0,0.0,0.0,0.0
169,29,722556,875520,0,0,0,0,1.0,0.0,0.0,0.0,0.0
